feature_name,modality,source_column,rationale
pb.asdc_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'asdc'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.asdc_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'asdc'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.asdc_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'asdc'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.asdc_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'asdc'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.asdc_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'asdc'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.asdc_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'asdc'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.baeomap_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'baeomap_cell'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.baeomap_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'baeomap_cell'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.baeomap_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'baeomap_cell'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.baeomap_cell_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'baeomap_cell'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.baeomap_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'baeomap_cell'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.baeomap_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'baeomap_cell'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.c1q_cd16_monocyte_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.c1q_cd16_monocyte_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.c1q_cd16_monocyte_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.c1q_cd16_monocyte_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.c1q_cd16_monocyte_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.c1q_cd16_monocyte_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'c1q_cd16_monocyte'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd14_cdc2_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd14_cdc2_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd14_cdc2_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd14_cdc2'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd27_effector_b_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd27_effector_b_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd27_effector_b_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd27_effector_b_cell'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd4_mait_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd4_mait_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd4_mait_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd4_mait'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd56bright_nk_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd56bright_nk_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd56bright_nk_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd56bright_nk_cell'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd8_mait_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd8_mait_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd8_mait_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd8_mait'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd8aa_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd8aa'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd8aa_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd8aa'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd8aa_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd8aa'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd95_memory_b_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cd95_memory_b_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cd95_memory_b_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cd95_memory_b_cell'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cdc1_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cdc1'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.cdc1_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'cdc1'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. Included.
pb.cdc1_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'cdc1'. Mean z-score over Hallmark TNF-alpha Signaling via NF-kB genes. TNF-alpha inflammaging / CMV effector-memory product. Ext. support: Franceschi 2000 (PMID 10911963); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. Included."
pb.clp_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over Hallmark Interferon Alpha Response genes. Type I IFN; pDC-produced; senescence-linked. Ext. support: D'Souza 2021 (PMID 34547174). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.clp_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over Hallmark Interferon Gamma Response genes. Type II IFN / antiviral / CMV-driven state. Ext. support: Ashour 2023 (PMID 37141306); CMV reviews (PMID 28082969, 28647907). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.clp_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over Hallmark IL-2/STAT5 Signaling genes. Gamma-chain/STAT5 T-cell homeostasis (proxy for IL-7/STAT5 naive-T decline). Ext. support: Becklund 2016 (PMID 27480406). CAVEAT: aging signal is more precisely IL-7/STAT5. Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.clp_cell_il6_jak_stat3,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over Hallmark IL-6/JAK/STAT3 Signaling genes. IL-6 inflammaging biomarker; JAK/STAT3 drives SASP. Ext. support: Xu 2015 (PMID 26578790); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
pb.clp_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)","Pseudobulk L3 cell type 'clp_cell'. Mean z-score over Hallmark Inflammatory Response genes. Canonical inflammaging. Ext. support: Franceschi 2000 (PMID 10911963); Ferrucci & Fabbri 2018 (PMID 30065258). Z-scored within cell type across 92 baseline samples. FLAGGED FOR POTENTIAL EXCLUSION: progenitor, contaminant, or activation-artifact cell type; discuss before BN fitting."
